seq,phase_idx,send_ts_ms
1110,1,1776956782288
1111,1,1776956782289
1112,1,1776956782290
1113,1,1776956782292
1114,1,1776956782293
1115,1,1776956782295
1116,1,1776956782296
1117,1,1776956782298
1118,1,1776956782299
1119,1,1776956782301
1120,1,1776956782302
1121,1,1776956782304
1122,1,1776956782305
1123,1,1776956782306
1124,1,1776956782308
1125,1,1776956782309
1126,1,1776956782311
1127,1,1776956782312
1128,1,1776956782314
1129,1,1776956782315
1130,1,1776956782316
1131,1,1776956782318
1132,1,1776956782319
1133,1,1776956782321
1134,1,1776956782322
1135,1,1776956782323
1136,1,1776956782325
1137,1,1776956782326
1138,1,1776956782328
1139,1,1776956782329
1140,1,1776956782331
1141,1,1776956782332
1142,1,1776956782334
1143,1,1776956782335
1144,1,1776956782336
1145,1,1776956782338
1146,1,1776956782339
1147,1,1776956782341
1148,1,1776956782342
1149,1,1776956782344
1150,1,1776956782345
1151,1,1776956782347
1152,1,1776956782348
1153,1,1776956782349
1154,1,1776956782351
1155,1,1776956782352
1156,1,1776956782354
1157,1,1776956782355
1158,1,1776956782357
1159,1,1776956782358
1160,1,1776956782359
1161,1,1776956782361
1162,1,1776956782362
1163,1,1776956782364
1164,1,1776956782365
1165,1,1776956782367
1166,1,1776956782368
1167,1,1776956782370
1168,1,1776956782371
1169,1,1776956782372
1170,1,1776956782374
1171,1,1776956782375
1172,1,1776956782377
1173,1,1776956782378
1174,1,1776956782380
1175,1,1776956782381
1176,1,1776956782383
1177,1,1776956782384
1178,1,1776956782385
1179,1,1776956782387
1180,1,1776956782388
1181,1,1776956782390
1182,1,1776956782391
1183,1,1776956782392
1184,1,1776956782394
1185,1,1776956782395
1186,1,1776956782397
1187,1,1776956782398
1188,1,1776956782400
1189,1,1776956782401
1190,1,1776956782403
1191,1,1776956782404
1192,1,1776956782406
1193,1,1776956782407
1194,1,1776956782408
1195,1,1776956782410
1196,1,1776956782411
1197,1,1776956782413
1198,1,1776956782414
1199,1,1776956782415
1200,1,1776956782417
1201,1,1776956782418
1202,1,1776956782420
1203,1,1776956782421
1204,1,1776956782422
1205,1,1776956782424
1206,1,1776956782425
1207,1,1776956782426
1208,1,1776956782428
1209,1,1776956782429
1210,1,1776956782431
1211,1,1776956782432
1212,1,1776956782433
1213,1,1776956782435
1214,1,1776956782436
1215,1,1776956782437
1216,1,1776956782439
1217,1,1776956782440
1218,1,1776956782442
1219,1,1776956782443
1220,1,1776956782444
1221,1,1776956782446
1222,1,1776956782447
1223,1,1776956782449
1224,1,1776956782450
1225,1,1776956782452
1226,1,1776956782453
1227,1,1776956782455
1228,1,1776956782456
1229,1,1776956782458
1230,1,1776956782459
1231,1,1776956782460
1232,1,1776956782462
1233,1,1776956782463
1234,1,1776956782464
1235,1,1776956782466
1236,1,1776956782467
1237,1,1776956782468
1238,1,1776956782470
1239,1,1776956782471
1240,1,1776956782472
1241,1,1776956782474
1242,1,1776956782475
1243,1,1776956782477
1244,1,1776956782478
1245,1,1776956782479
1246,1,1776956782481
1247,1,1776956782482
1248,1,1776956782483
1249,1,1776956782485
1250,1,1776956782486
1251,1,1776956782488
1252,1,1776956782489
1253,1,1776956782490
1254,1,1776956782492
